ArtSimpleExample,0,Cheating,painting19,52441,-0.36047560975609755
ArtSimpleExample,0,Cheating,painting18,77627,0.23217460317460317
ArtSimpleExample,0,Cheating,painting17,168585,0.7202551020408163
ArtSimpleExample,0,Cheating,painting16,0,-1.0
ArtSimpleExample,0,Cheating,painting15,25790,0.2895
ArtSimpleExample,0,Cheating,painting14,19184,-0.2621538461538461
ArtSimpleExample,0,Cheating,painting13,6036,0.2072
ArtSimpleExample,0,Cheating,painting12,88275,0.1929054054054054
ArtSimpleExample,0,Cheating,painting11,146355,0.8525949367088608
ArtSimpleExample,0,Cheating,painting10,233862,1.6575227272727273
ArtSimpleExample,0,Cheating,painting9,134566,0.5119775280898876
ArtSimpleExample,0,Cheating,painting8,12554,-0.3025555555555556
ArtSimpleExample,0,Cheating,painting7,24716,-0.6747894736842105
ArtSimpleExample,0,Cheating,painting6,0,-1.0
ArtSimpleExample,0,Cheating,painting5,63863,0.08242372881355932
ArtSimpleExample,0,Cheating,painting4,6425,-0.08214285714285714
ArtSimpleExample,0,Cheating,painting3,43058,-0.40197222222222223
ArtSimpleExample,0,Cheating,painting2,33512,-0.5647792207792208
ArtSimpleExample,0,Cheating,painting1,88237,0.3369242424242424
ArtSimpleExample,0,Cheating,painting0,173264,1.0146976744186047
ArtSimpleExample,0,Next,painting31,105558,0.3533076923076923
ArtSimpleExample,0,Next,painting30,36278,-0.4241587301587302
ArtSimpleExample,0,Next,painting29,42863,0.071575
ArtSimpleExample,0,Next,painting28,-6109,-1.1053275862068965
ArtSimpleExample,0,Next,painting27,-2802096,-351.262
ArtSimpleExample,0,Next,painting26,1255130,312.7825
ArtSimpleExample,0,Next,painting25,-9326316,-191.33297959183673
ArtSimpleExample,0,Next,painting24,70384,-0.13106172839506172
ArtSimpleExample,0,Next,painting23,9158414,109.3423373493976
ArtSimpleExample,0,Next,painting22,-242459,-35.637
ArtSimpleExample,0,Next,painting21,26448,-0.5009811320754717
ArtSimpleExample,0,Next,painting20,-2447489,-34.52724657534247
